course,episode,lesson,infinitive,part of speech,audio,japanese,example
Friends Season 1,9,2,a belly,n.,14 belly.mp3,お腹,"Ross: Look, if she’s talking to it, I just think I should get some {{c1::belly::お腹}} time, too, y’know? Not that–not that I believe any of this."
Friends Season 1,9,2,a turkey,n.,15 turkey.mp3,七面鳥,"Phoebe: I can show you. Okay, this will seem a little weird. But you put your head inside this {{c1::turkey::七面鳥}}, and then we’ll all talk and you’ll hear everything we say."
Friends Season 1,9,2,to be behind (as in support),expr.,16 behind.mp3,〜を応援する,"Chandler: I‘d like to say I’m–I'm totally {{c1::behind::〜を応援する}} this experiment. In fact, I–I’d very much like to butter your head."
Friends Season 1,9,2,traditional,adj.,17 traditional.mp3,伝統的な,"Monica: Chandler, here you go. You got your {{c1::traditional::伝統的な}} holiday feast. You got your tomato soup, your grilled-cheese fixings and your family-size bag of Funyuns."
Friends Season 1,9,2,fixings,n.,18 fixings fixin.mp3,サインドイッチなどの具,"Monica: Chandler, here you go. You got your traditional holiday feast. You got your tomato soup, your grilled-cheese {{c1::fixings::サインドイッチなどの具}} and your family-size bag of Funyuns."
Friends Season 1,9,2,family-size,adj.,19 family size.mp3,ファミリーサイズの,"Monica: Chandler, here you go. You got your traditional holiday feast. You got your tomato soup, your grilled-cheese fixings and your {{c1::family-size::ファミリーサイズの}} bag of Funyuns."
Friends Season 1,9,2,magnificent,adj.,20 magnificent.mp3,壮大な,Chandler: We’ve just finished the {{c1::magnificent::壮大な}} Thanksgiving dinner. I have–and I remember this part vividly–a mouthful of pumpkin pie. And this is the moment my parents choose to tell me they’re getting divorced.
Friends Season 1,9,2,vividly,adv.,21 vividly.mp3,鮮やかに,Chandler: We’ve just finished the magnificent Thanksgiving dinner. I have–and I remember this part {{c1::vividly::鮮やかに}}–a mouthful of pumpkin pie. And this is the moment my parents choose to tell me they’re getting divorced.
Friends Season 1,9,2,a mouthful of,n.,22 a mouthful of.mp3,口いっぱいの,Chandler: We’ve just finished the magnificent Thanksgiving dinner. I have–and I remember this part vividly–{{c1::a mouthful of::口いっぱいの}} pumpkin pie. And this is the moment my parents choose to tell me they’re getting divorced.
Friends Season 1,9,2,Get out.,expr.,23 get out.mp3,うそばっかり,--Joey: I got to tell you. You’re the best in the business. --Girl: {{c1::Get out::うそばっかり}}.
Friends Season 1,9,3,infectious,adj.,24 infectious.mp3,感染する,"Phoebe: No, we’re just laughing. You know how laughter can be {{c1::infectious::感染する}}."
Friends Season 1,9,3,to annoy,v.,25 annoying.mp3,苛立たせる,"Monica: Uh. Alright, that’s it! You know what, just get out of my way and stop {{c1::annoying::苛立たせる}} me."
Friends Season 1,9,3,merriment,n.,26 merriment.mp3,賑やかで楽しいこと(お祭りなど),"Chandler: Oh. No, thank you. I prefer to keep a safe distance from all this {{c1::merriment::賑やかで楽しいこと(お祭りなど)}}."
Friends Season 1,9,3,incoming,adv.,27 incoming.mp3,やってくる,Phoebe: Look out. {{c1::Incoming::やってくる}} pumpkin pie. Eyeeeoh.
Friends Season 1,9,3,stuffing,n.,28 stuffing.mp3,詰め物,"Chandler: We all laughed when you did it with the {{c1::stuffing::詰め物}}, but that’s not funny anymore."
Friends Season 1,9,3,unborn,adj.,29 unborn.mp3,生まれていない,"Ross: Alright, I’m off to talk to my {{c1::unborn::生まれていない}} child."
Friends Season 1,9,3,to get away,p.v.,30 gotten away.mp3,逃げた,Chandler: The most unbelievable thing has happened. Underdog has {{c1::gotten away::逃げた}}!
Friends Season 1,9,3,all over the news,expr.,31 all over the news.mp3,ニュースをにぎわせている,Chandler: It’s {{c1::all over the news::ニュースをにぎわせている}}. Right before he reached Macy’s he broke free and was spotted flying over Washington Square Park. 
Friends Season 1,9,3,to break free,p.v.,32 broke free.mp3,逃れる,Chandler: It’s all over the news. Right before he reached Macy’s he {{c1::broke free::逃れた}} and was spotted flying over Washington Square Park. 
Friends Season 1,9,3,to spot,v.,33 spotted.mp3,見つける,Chandler: It’s all over the news. Right before he reached Macy’s he broke free and was {{c1::spotted::見つけられた}} flying over Washington Square Park. 
Friends Season 1,9,3,Who's with me?,expr.,34 whos with me.mp3,一緒にくるのは？,Chandler: I’m going to the roof. {{c1::Who’s with me::一緒にくるのは？}}?
Friends Season 1,9,3,acoustical,adj.,35 acoustical.mp3,音の,"Ross: Okay. Okay, here we go. Oh, okay, where–where am I talking to here? I mean, um, well, there’s one way that seems to offer a certain {{c1::acoustical::音の}} advantage, but…"
Friends Season 1,9,3,the bump,n.,36 the bump.mp3,ふくらみ,Carol: Just aim for {{c1::the bump::ふくらみ}}.
Friends Season 1,9,4,to shoot (something) down,p.v.,37 shoot him down.mp3,撃ち落とす,"Phoebe: Yeah. But did they have to {{c1::shoot::撃ち落とす}} him {{c1::down::}}? I mean, that was just mean."
Friends Season 1,9,4,crispy,adj.,38 crispy.mp3,カリカリ,"Monica: Okay. Right about now the turkey should be {{c1::crispy::カリカリ}} on the outside, and juicy on the inside. Why are we standing here?"
Friends Season 1,9,4,on a dare,expr.,39 on a dare.mp3,そうしろ言われて,"Ross: And everyone’s telling me, “You’ve gotta pick a major. You’ve gotta pick a major!” So, {{c1::on a dare::そうしろと言われて止む無く}}, I picked paleontology."
Friends Season 1,9,4,paleontology,n.,40 paleontology.mp3,古生物学,"Ross: And everyone’s telling me, “You’ve gotta pick a major. You’ve gotta pick a major!” So, on a dare, I picked {{c1::paleontology::古生物学}}."
Friends Season 1,9,4,let's face it,expr.,41 lets face it.mp3,現実を認めよう,"Ross: And you have no idea what I’m saying, because {{c1::let’s face it::現実を認めよう}}: you’re a fetus. You’re just happy you don’t have gills anymore."
Friends Season 1,9,4,a fetus,n.,42 a fetus.mp3,胎児,"Ross: And you have no idea what I’m saying, because let’s face it: you’re {{c1::a fetus::胎児}}. You’re just happy you don’t have gills anymore."
Friends Season 1,9,4,gills,n.,43 gills.mp3,エラ,"Ross: And you have no idea what I’m saying, because let’s face it: you’re a fetus. You’re just happy you don’t have {{c1::gills::エラ}} anymore."
Friends Season 1,9,4,a zillion,n.,44 a zillion.mp3,たくさんの,"Joey: Hey, I got one keyhole and about {{c1::a zillion::たくさんの}} keys. You do the math."
Friends Season 1,9,4,smirky,adj.,45 smirky.mp3,ニヤニヤしている,"Rachel: All right. Listen, {{c1::smirky::ニヤニヤしている}}. If it wasn’t for you and your stupid balloon, I’d be on a plane watching a woman do this right now. But I’m not."
Friends Season 1,9,4,burnt,adj.,46 burnt.mp3,焦げた,"Monica: Oh God. Oooh. Well, the turkey’s {{c1::burnt::焦げた}}. Potatoes are ruined. Potatoes are ruined. Potatoes are ruined."
Friends Season 1,9,4,to bust (my) ass,p.v.,47 busting my ass.mp3,忙しく働く,"Monica: Oh, really? So why was I {{c1::busting::忙しく働いている}} my {{c1::ass::}} to make this delicious Thanksgiving dinner?"
Friends Season 1,9,5,gal,n.,48 gal.mp3,若い女性,Phoebe: Ugly Naked Guy’s taking his turkey out of the oven. Oh my God. He’s not alone. Ugly Naked Guy is having Thanksgiving dinner with Ugly Naked {{c1::Gal::若い女性}}.
Friends Season 1,9,5,to carve,v.,49 carve.mp3,肉を薄く切り分ける,--Chandler: Shall I {{c1::carve::肉を薄く切り分ける}}? --Rachel: By all means.
Friends Season 1,9,5,by all means,expr.,50 by all means.mp3,ぜひとも,--Chandler: Shall I carve? --Rachel: {{c1::By all means::ぜひとも}}.
Friends Season 1,9,5,to make a wish,p.v.,51 make a wish.mp3,願い事をする,"Phoebe: Mm, you guys have to {{c1::make a wish::願い事をする}}."
Friends Season 1,9,5,a toast,n.,52 a toast.mp3,乾杯,Chandler: Alright. I’d like to propose {{c1::a toast::乾杯}}. A little {{c1::toast::乾杯}} here. Ding-ding.
Friends Season 1,9,5,projectile vomiting,n.,53 projectile vomiting.mp3,軌道を描く嘔吐物,Chandler: But for me this has been really great. You know? I think because... it didn’t involve divorce or {{c1::projectile vomiting::軌道を描く嘔吐物}}.
Friends Season 1,9,5,lousy,adj.,54 lousy.mp3,ひどい,Ross: Mm. And hey... here’s to a {{c1::lousy::ひどい}} Christmas.
Friends Season 1,10,1,precious,adj.,1 precious.mp3,かわいい,"Rachel: Oh, he is {{c1::precious::かわいい}}. Where did you get him?"
Friends Season 1,10,1,to rescue,v.,2 rescue.mp3,救う,"Ross: My friend, Bethel, {{c1::rescued::救った}} him from some lab."
Friends Season 1,10,1,ass,n.,3 ass.mp3,お尻,"Chandler: Hey, that monkey’s got a Ross on his {{c1::ass::お尻}}."
Friends Season 1,10,1,material,n.,4 material.mp3,曲・ネタ,"Phoebe: Hey, you guys. I’m doing all-new {{c1::material::曲・ネタ}} tonight. I have 12 new songs about my mother’s suicide and one about a snowman."
Friends Season 1,10,1,suicide,n.,5 suicide.mp3,自殺,"Phoebe: Hey, you guys. I’m doing all-new material tonight. I have 12 new songs about my mother’s {{c1::suicide::自殺}} and one about a snowman."
Friends Season 1,10,1,jolly,adj.,6 jolly.mp3,陽気な,Joey: I don’t know. Some fat guy’s sleeping with the store manager. He’s not even {{c1::jolly::陽気な}}. It’s all political.
Friends Season 1,10,1,political (group relationships),adj.,7 political.mp3,政治的な,Joey: I don’t know. Some fat guy’s sleeping with the store manager. He’s not even jolly. It’s all {{c1::political::政治的な}}.
Friends Season 1,10,1,a slap in the face,expr.,8 a slap in the face.mp3,屈辱,"Joey: Uh, I’m gonna be one of his helpers. It’s just such {{c1::a slap in the face::屈辱}}, you know?"
Friends Season 1,10,1,pressures,n.,9 pressures.mp3,プレッシャー,"Chandler: Well, nothing for you. You have Paolo. You don’t have to face the horrible {{c1::pressures::プレッシャー}} of this holiday."
Friends Season 1,10,1,scramble,n.,10 scramble.mp3,奪い合い,"Chandler: Desperate {{c1::scramble::奪い合い}} to find anything with lips just so you can have somebody to kiss when the ball drops. Man, I’m talking loud."
Friends Season 1,10,1,for your information,expr.,11 for your information.mp3,ご参考までに,"Rachel: Well, {{c1::for your information::ご参考までに}}, Paolo’s gonna be in Rome this New Year’s. So I’ll be just as pathetic as the rest of you."
Friends Season 1,10,1,pathetic,adj.,12 pathetic.mp3,哀れな,"Rachel: Well, for your information, Paolo’s gonna be in Rome this New Year’s. So I’ll be just as {{c1::pathetic::哀れな}} as the rest of you."
Friends Season 1,10,1,a pact,n.,13 a pact.mp3,条約,"Chandler: It’s just that I’m sick of being a victim to this Dick Clark holiday. I say this year, no dates. We make {{c1::a pact::条約}}. Just the six of us. Dinner."
Friends Season 1,10,1,enthusiasm,n.,14 enthusiasm.mp3,熱狂,"Chandler: You know, I was hoping for a little more {{c1::enthusiasm::熱狂}}."
Friends Season 1,10,1,ladies and gentlemen,expr.,15 ladies and gentlemen.mp3,皆さん,"Rachel: Okay, hi. {{c1::Ladies and Gentlemen::皆さん}}, back by popular demand, Miss Phoebe Buffay."
Friends Season 1,10,1,bewitching,adj.,16 bewitching.mp3,魅力的な,"Phoebe: Hi. Thanks. Hi. Um, I wanna start with a song that means a lot to me this time of year. I made a man with eyes of coal and a smile so {{c1::bewitchin’::魅力的な}}. How was I supposed to know that my mom was dead in the kitchen? Lalalalala…."
Friends Season 1,10,1,(a person's) ashes,n.,17 ashes.mp3,遺灰,"Phoebe: My mother’s {{c1::ashes::遺灰}}, even her eyelashes, are resting in a little yellow jar. And sometimes when it’s freezing, I feel a little sneezy."
Friends Season 1,10,1,Is there something (that) you'd like to share?,expr.,18 is there something that youd like to share.mp3,共有したいことがありますか？,"Phoebe: And now I…. excuse me? Excuse me? Yeah, noisy boys. {{c1::Is there something that you’d like to share::共有したいことがありますか？}} with the entire group?"
Friends Season 1,10,1,to discuss,n.,19 discuss.mp3,話し合う,"Phoebe: Oh, come on. If it’s important enough to {{c1::discuss::話し合う}} while I’m playing then I assume it’s important enough for everyone else to hear."
Friends Season 1,10,1,to speak up (speak louder),p.v.,20 speak up.mp3,大きい声で話す,Phoebe: Could you {{c1::speak up::大きい声で話す}} please?
Friends Season 1,10,1,conventional,adj.,21 conventional.mp3,伝統的な,"David: And the, and um, well, Daryl Hannah is beautiful in a {{c1::conventional::伝統的な}} way, you are um, luminous with a kind of a delicate grace. Then that’s–that’s, that's when you started yelling."
Friends Season 1,10,1,luminous,adj.,22 luminous.mp3,輝いている,"David: And the, and um, well, Daryl Hannah is beautiful in a conventional way, you are um, {{c1::luminous::輝いている}} with a kind of a delicate grace. Then that’s–that’s, that's when you started yelling."
Friends Season 1,10,1,delicate,adj.,23 delicate.mp3,繊細な,"David: And the, and um, well, Daryl Hannah is beautiful in a conventional way, you are um, luminous with a kind of a {{c1::delicate::繊細な}} grace. Then that’s–that’s, that's when you started yelling."
Friends Season 1,10,1,grace,n.,24 grace.mp3,しとやかさ,"David: And the, and um, well, Daryl Hannah is beautiful in a conventional way, you are um, luminous with a kind of a delicate {{c1::grace::しとやかさ}}. Then that’s–that’s, that's when you started yelling."
Friends Season 1,10,1,a break,n.,25 break.mp3,休み,Phoebe: Okay. We’re gonna take a short {{c1::break::}}.
Friends Season 1,10,2,a smidge,n.,26 a smidge.mp3,ほんの少し,"--Rachel: I mean, God, by my sixth date with Paolo, he’d already names both my breasts. Oh, did–did I just share too much? --Ross: Just {{c1::a smidge::ほんの少し}}."
Friends Season 1,10,2,scientist,n.,27 scientist.mp3,科学者,"Phoebe: David’s like, you know, a {{c1::scientist::科学者}} guy. He’s very methodical."
Friends Season 1,10,2,methodical,adj.,28 methodical.mp3,几帳面な,"Phoebe: David’s like, you know, a scientist guy. He’s very {{c1::methodical::几帳面な}}."
Friends Season 1,10,2,gentle,adj.,29 gentler.mp3,優しい,"Phoebe: Well, he’s kind of like the guy I went to see that with. Except…. Except he’s smarter and {{c1::gentler::優しい}} and sweeter"
Friends Season 1,10,2,special occasions,n.,30 special occasions.mp3,特別な機会,"Phoebe: I just, I just want to be with him all the time. You know, day and night, and night and day. And {{c1::special occasions::特別な機会}}."
Friends Season 1,10,2,"to break (a promise, a pact)",v.,31 break.mp3,約束を破る,"Chandler: Wait a minute. Wait, I see where this is going. You’re gonna ask him to New Year’s, aren’t you? You’re gonna {{c1::break::約束を破る}} the pact. She’s gonna break the pact."
Friends Season 1,10,2,to snap (break under pressure),v.,32 snapped.mp3,思わず〜する,Chandler: I {{c1::snapped::思わず〜する}}. Okay? I couldn’t handle the pressure and I {{c1::snapped::思わず〜する}}!
Friends Season 1,10,2,to mock,v.,33 mock.mp3,馬鹿にする,"--Joey: Hi. Hi, sorry I’m late. --Chandler: Too many jokes. Must {{c1::mock::馬鹿にする}} Joey."
Friends Season 1,10,2,feces,n.,34 feces.mp3,動物のフン,"Ross: We–we had our first fight this morning. I think it has to do with my working late. I said some things that I didn’t mean, and... he threw some {{c1::feces::動物のフン}}."
Friends Season 1,10,2,to look in on (someone),p.v.,35 look in on.mp3,ちょっと尋ねて様子を見る,"Chandler: You know, if you gonna work late, I can {{c1::look in on::ちょっと尋ねて様子を見る}} him for you."
Friends Season 1,10,2,a favor,n.,36 a favor.mp3,好意,"Ross: Oh, that would be great! Okay. But if you do make sure it seems like you’re there to see him, okay? And you’re not doing it as {{c1::a favor::好意}} to me."
Friends Season 1,10,2,a particle accelerator,n.,37 particle accelerator.mp3,粒子加速器,"David: But, you can’t actually test this theory, because today’s {{c1::particle accelerators::粒子加速器}} are nowhere near powerful enough to simulate these conditions."
Friends Season 1,10,2,to simulate,v.,38 simulate.mp3,シミュレーションする,"David: But, you can’t actually test this theory, because today’s particle accelerators are nowhere near powerful enough to {{c1::simulate::シミュレーションする}} these conditions."
Friends Season 1,10,2,valid,n.,39 valid.mp3,もっともな,"--Phoebe: Um, were you planning on kissing me ever? --David: Uh... That’s definitely uh, a {{c1::valid::もっともな}} question. And uh... The answer would be yes. Yes, I was. "
Friends Season 1,10,2,phenomenal,adj.,40 phenomenal.mp3,驚くほど良い,"David: But, see, I wanted it to be this {{c1::phenomenal::驚くほど良い}} kiss that happened at this phenomenal moment. Because, well, ‘cause, ‘cause it’s you."
Friends Season 1,10,2,to sweep,v.,41 sweep.mp3,一掃する,"David: Right. But, you see the longer I waited, the more phenomenal the kiss had to be. And now we’ve reached a place where it’s just got to be one of those things where I just like {{c1::sweep::一掃する}} everything off the table and throw you down on it. And uh, I’m not really a sweeping sort of fella."
Friends Season 1,10,2,to be trapped inside,p.v.,42 be trapped inside.mp3,閉じ込められる,"Phoebe: Oh, David. I think you are a... sweeping sort of fella. I mean, you’re a sweeper {{c1::trapped inside::閉じ込められる}} a physicist’s body."
Friends Season 1,10,2,a physicist,n.,43 a physicist.mp3,物理学者,"Phoebe: Oh, David. I think you are a... sweeping sort of fella. I mean, you’re a sweeper trapped inside {{c1::a physicist::物理学者}}’s body."
Friends Season 1,10,2,to tidy up,p.v.,44 tidying up.mp3,片付けをする,"Phoebe: So, now you’re just {{c1::tidying up::片付けをしている}}."
Friends Season 1,10,2,to hop,v.,45 hop.mp3,軽く飛ぶ,David: Okay. Okay. What the hell–what the hell-what the hell! You want me to actually throw you or you wanna just {{c1::hop::軽く飛ぶ}}?
Friends Season 1,10,3,an ex-boyfriend,n.,46 ex boyfriend.mp3,元彼,"Chandler: Fun Bobby? Your {{c1::ex-boyfriend::元彼}}, Fun Bobby?"
Friends Season 1,10,3,a single mom,n.,47 single mom.mp3,シングルマザー,"Joey: Yeah, and I met this really hot {{c1::single mom::シングルマザー}} at the store. What’s an elf to do?"
Friends Season 1,10,3,an elf,n.,48 an elf.mp3,エルフ,"Joey: Yeah, and I met this really hot single mom at the store. What’s {{c1::an elf::エルフ}} to do?"
Friends Season 1,10,3,to shut (someone) out,p.v.,49 shutting me out.mp3,中に入れない,"Ross: Oh, it’s–it's Marcel. He keeps {{c1::shutting::中に入れない}} me {{c1::out::}}, you know? He’s walking around all the time, dragging his hands."
Friends Season 1,10,3,to drag,v.,50 dragging.mp3,引きずる,"Ross: Oh, it’s–it's Marcel. He keeps shutting me out, you know? He’s walking around all the time, {{c1::dragging::引きずっている}} his hands."
Friends Season 1,10,3,to have a blast,"p,v,",51 had such a blast.mp3,楽しい時間を過ごす,Chandler: That’s so weird. I {{c1::had::}} such {{c1::a blast::}} with him the other night.
Friends Season 1,10,3,to juggle,v.,52 juggling.mp3,ジャグリングする,Chandler: Yeah. We played. We watched TV. That {{c1::juggling::ジャグリング}} thing is amazing.
Friends Season 1,10,3,a grant,n.,53 the grant.mp3,助成金,Max: We got {{c1::the grant::助成金}}. Three years. All expenses paid.
Friends Season 1,10,4,(to be) welcome,adj.,54 welcome.mp3,歓迎される,"Ross: That thing? This is how you greet guests at a party? Let me ask you something: if I showed up with my new girlfriend, she wouldn’t be {{c1::welcome::歓迎される}} in your home?"
Friends Season 1,10,4,to urinate,v.,55 urinate.mp3,排尿する,Monica: I’m thinking your new girlfriend wouldn’t {{c1::urinate::排尿する}} on my coffee table.
Friends Season 1,10,4,a coffee table,n.,56 my coffee table.mp3,コーヒーテーブル,Monica: I’m thinking your new girlfriend wouldn’t urinate on my {{c1::coffee table::コーヒーテーブル}}.
Friends Season 1,10,4,to mingle,v.,57 mingling.mp3,パーティーで歩き回って人と話をする,"Ross: Come on, Marcel. What do you say you and I do a little {{c1::mingling::パーティーで歩き回って人と話をする}}?"
Friends Season 1,10,4,a jerk,n.,58 jerk.mp3,バカなやつ,Rachel: Rome. {{c1::Jerk::バカなやつ}} missed his flight.
Friends Season 1,10,4,a pocketbook,n.,59 a pocketbook.mp3,財布,"Rachel: Okay. I was at the airport getting into a cab when this woman, this blond planet with {{c1::a pocketbook::財布}} starts yelling at me. "
Friends Season 1,10,4,the next thing I know,expr.,60 the next thing I know.mp3,気付いたら,"Rachel: {{c1::The next thing I know::気付いたら}}, she just starts–starts pulling me out by my hair. And I–and I started blowing my attack whistle thingy and–and three more cabs show up. "
Friends Season 1,10,4,attack whistle,n.,61 attack whistle.mp3,防犯用の笛,"Rachel: The next thing I know, she just starts–starts pulling me out by my hair. And I–and I started blowing my {{c1::attack whistle::防犯用の笛}} thingy and–and three more cabs show up. "
Friends Season 1,10,4,a cab,n.,62 a cab.mp3,タクシー,"Rachel: So as I’m going to get into {{c1::a cab::タクシー}}, she tackles me. And I hit my head on the curb and cut my lip on my whistle. "
Friends Season 1,10,4,to tackle,v.,63 tackles.mp3,タックルする,"Rachel: So as I’m going to get into a cab, she {{c1::tackles::タックルする}} me. And I hit my head on the curb and cut my lip on my whistle. "
Friends Season 1,10,4,the curb,n.,64 the curb.mp3,歩道の縁石,"Rachel: So as I’m going to get into a cab, she tackles me. And I hit my head on {{c1::the curb::歩道の縁石}} and cut my lip on my whistle. "
Friends Season 1,10,4,mentally,adj.,65 mentally.mp3,心の中で,"--Sandy: You know, when I saw you at the store last week, it was probably the first time I ever {{c1::mentally::心の中で}} undressed an elf. --Joey: Wow. That’s uh, dirty."
Friends Season 1,10,4,to undress,v.,66 undressed.mp3,服を脱がせる,"--Sandy: You know, when I saw you at the store last week, it was probably the first time I ever mentally {{c1::undressed::服を脱がせる}} an elf. --Joey: Wow. That’s uh, dirty."
Friends Season 1,10,4,dirty (sexually provacative),adj.,67 dirty.mp3,みだらな,"--Sandy: You know, when I saw you at the store last week, it was probably the first time I ever mentally undressed an elf. --Joey: Wow. That’s uh, {{c1::dirty::みだらな}}."
Friends Season 1,10,4,to check in,p.v.,68 check in.mp3,挨拶をする,Ross: Look at him. I’m not saying he needs to spend the whole evening with me. But at least {{c1::check in::挨拶をする}}.
Friends Season 1,10,4,to get away from,p.v.,69 got away from.mp3,〜から逃れる,Janice: There you are. You {{c1::got away from::〜から逃れた}} me.
Friends Season 1,10,4,to blow up (make bigger),p.v.,70 blow this one up.mp3,拡大する,"Janice: Mmm... Oh, I’m gonna {{c1::blow::拡大する}} this one {{c1::up::}} and I’m gonna write “reunited” in glitter."
Friends Season 1,10,4,to reunite,v.,71 reunited.mp3,再会する・仲直りする,"Janice: Mmm... Oh, I’m gonna blow this one up and I’m gonna write “{{c1::reunited::再会・仲直り}}” in glitter."
Friends Season 1,10,4,glitter,n.,72 glitter.mp3,ラメ,"Janice: Mmm... Oh, I’m gonna blow this one up and I’m gonna write “reunited” in {{c1::glitter::ラメ}}."
Friends Season 1,10,5,it's tearing (someone) apart,p.v.,73 its tearing me apart.mp3,〜を苦しめる,"Phoebe: And I say, “Your work? Your work? How can you say that?” And then you say, uh, “It’s {{c1::tearing::〜を苦しめる}} me {{c1::apart::}} but I have no choice. Can’t you understand that?” And I say “No! No, I can’t understand that!”"
Friends Season 1,10,5,to put (your) arms around (someone),p.v.,74 put your arms around.mp3,抱きしめる,"--David: Ah, ow. --Phoebe: Ooh, sorry. And then, and then you {{c1::put::抱きしめる}} your {{c1::arms::}} around me. "
Friends Season 1,10,5,a virtual (thing) of,expr.,75 a virtual snowstorm of.mp3,ほとんど(実質的に)〜である,"Dick Clark: Hi, this is Dick Clark live in Times Square. We’re in {{c1::a virtual::ほとんど(実質的に)〜である}} snowstorm {{c1::of::}} confetti here in Times Square. It gets bigger and better every year."
Friends Season 1,10,5,to get it on,p.v.,76 getting it on.mp3,性行為をする,"--Joey: You seen Sandy? --Chandler: Ooh. Uh, I don’t know how to tell you this but she’s in Monica's bedroom {{c1::getting it on::性行為をする}} with Max, that scientist geek. Woah, look at that! I did know how to tell you."
Friends Season 1,10,5,a geek,n.,77 geek.mp3,オタク,"--Joey: You seen Sandy? --Chandler: Ooh. Uh, I don’t know how to tell you this but she’s in Monica's bedroom getting it on with Max, that scientist {{c1::geek::オタク}}. Woah, look at that! I did know how to tell you."
Friends Season 1,10,5,a whiz,n.,78 whiz.mp3,天才,"Chandler: You know, I just thought I’d throw this out here. I’m no math {{c1::whiz::天才}}. But I do believe there are three girls and three guys right here."
Friends Season 1,10,5,to change (someone's) diapers,p.v.,79 changing his diapers.mp3,おむつを変える,"Ross: I wanted this to work so much. I–I’m still in there, you know? {{c1::Changing::おむつを変える}} his {{c1::diapers::}}. Picking his fleas. But he’s just phoning it in."
Friends Season 1,10,5,fleas,n.,80 fleas.mp3,ノミ,"Ross: I wanted this to work so much. I–I’m still in there, you know? Changing his diapers. Picking his {{c1::fleas::ノミ}}. But he’s just phoning it in."
Friends Season 1,10,5,to phone it in,expr.,81 phoning it in.mp3,投げやりな態度で振舞う,"Ross: I wanted this to work so much. I–I’m still in there, you know? Changing his diapers. Picking his fleas. But he’s just {{c1::phoning it in::投げやりな態度で振舞っている}}."
Friends Season 1,10,5,"to crack (someone's) (tooth, skull, etc.)",v.,82 cracked my tooth.mp3,ヒビを入れる,Rachel: I think that bitch {{c1::cracked::ヒビを入れた}} my tooth.
Friends Season 1,11,1,horoscope,n.,1 horoscope.mp3,星占い,"Phoebe: I just wanna check my {{c1::horoscope::星占い}}, see if it was right."
Friends Season 1,11,1,the potential,n.,2 the potential.mp3,可能性,"Monica: Oh my God. Phoebe. Don't look now, but behind us is a guy who has {{c1::the potential::可能性}} to break our hearts and plunge us into a pit of depression."
Friends Season 1,11,1,to break (someone's) heart,p.v.,3 break our hearts.mp3,心を打ち砕く,"Monica: Oh my God. Phoebe. Don't look now, but behind us is a guy who has the potential to {{c1::break::心を打ち砕く}} our {{c1::hearts::}} and plunge us into a pit of depression."
Friends Season 1,11,1,to plunge into,p.v.,4 plunge us into.mp3,(悪い状況に)追い込む,"Monica: Oh my God. Phoebe. Don't look now, but behind us is a guy who has the potential to break our hearts and {{c1::plunge::(悪い状況に)追い込む}} us {{c1::into::}} a pit of depression."
Friends Season 1,11,1,a pit,n.,5 a pit.mp3,地面に開いた大きな穴,"Monica: Oh my God. Phoebe. Don't look now, but behind us is a guy who has the potential to break our hearts and plunge us into {{c1::a pit::地面に開いた大きな穴}} of depression."
Friends Season 1,11,1,be cool,expr.,6 be cool.mp3,冷静に振る舞う,"Monica: He's coming. {{c1::Be cool::冷静に振る舞う}}, {{c1::be cool::冷静に振る舞う}}, {{c1::be cool::冷静に振る舞う}}."
Friends Season 1,11,1,to whistle,v.,7 whistle.mp3,口笛を吹く,Phoebe: We should do something—{{c1::whistle::口笛を吹く}}.
Friends Season 1,11,1,girl scout,n.,8 girl scout.mp3,ガールスカウト,"Phoebe: I just wish there was something we could do. Hello. Hello, Coma Guy. Get up, you {{c1::girl scout::ガールスカウト}}! Up! Up! Up!"
Friends Season 1,11,1,a dent,n.,9 dents.mp3,凹み,"Phoebe: Yeah, but did you see {{c1::the dents::凹み}} in his knuckles? That means he's artistic."
Friends Season 1,11,1,knuckles,n.,10 knuckles.mp3,指の関節,"Phoebe: Yeah, but did you see the dents in his {{c1::knuckles::指の関節}}? That means he's artistic."
Friends Season 1,11,1,sculpting,n.,11 sculpting.mp3,彫刻,"Monica: Okay, he's a lawyer, who teaches {{c1::sculpting::彫刻}} on the side. And–he can dance!"
Friends Season 1,11,1,conscious,adj.,12 conscious.mp3,意識のある,Chandler: Are there no {{c1::conscious::意識のある}} men in the city for you two?
Friends Season 1,11,1,euphoria,n.,13 euphoria.mp3,高揚感・幸福感,"Jay Leno: Folks, when we come back we'll be talking about her new book, {{c1::Euphoria::高揚感・幸福感}} Unbound: The always interesting Nora Tyler Bing!"
Friends Season 1,11,1,unbound,adv.,14 unbound.mp3,解放された,"Jay Leno: Folks, when we come back we'll be talking about her new book, Euphoria {{c1::Unbound::解放された}}: The always interesting Nora Tyler Bing!"
Friends Season 1,11,1,groin,n.,15 the groin.mp3,股間,"Chandler: Exactly. “Weekend At Bernie's”! Dead guy getting hit in {{c1::the groin::股間}} twenty, thirty times! No?"
Friends Season 1,11,1,mistress,n.,16 mistress.mp3,愛人,"Chandler: Yeah, well, you wouldn't think it was cool if you're eleven years old and all your friends are passing around page 79 of “{{c1::Mistress::愛人}} Bitch”."
